id,original,paraphrased
id_02092,"For patients with bioprosthetic TAVI, treatment with low-dose rivaroxaban (10 mg daily) plus aspirin (75–100 mg) is contraindicated in the absence of other indications for oral anticoagulants.30","In patients with bioprosthetic TAVI, administering low-dose rivaroxaban (10 mg daily) alongside aspirin (75–100 mg) is not recommended unless there are additional reasons for using oral anticoagulants."
id_01132,"In patients with cervical carotid artery FMD and recurrent ischemic stroke without other attributable causes despite optimal medical management, carotid angioplasty with or without stenting may be reasonable to prevent ischemic stroke.754","For patients with cervical carotid artery FMD who experience recurrent ischemic strokes without other identifiable causes despite receiving optimal medical treatment, carotid angioplasty, with or without stenting, could be a reasonable option to prevent further ischemic strokes."
id_02572,Patients with spontaneous hypothermia after ROSC unresponsive to verbal commands should not routinely be actively or passively rewarmed faster than 0.5° C per hour.,Patients experiencing spontaneous hypothermia after ROSC who do not respond to verbal commands should not typically undergo active or passive rewarming at a rate exceeding 0.5°C per hour.
id_01612,"In patients with or at risk for diabetes who are scheduled for elective NCS, preoperative hemoglobin A1c (HbA1C) testing is reasonable if it has not been performed in ≤3 months.1–4","For patients with or at risk of diabetes undergoing elective non-cardiac surgery, it is advisable to conduct preoperative hemoglobin A1c testing if it hasn't been done within the last three months."
id_00653,"For patients with HCM who develop systolic dysfunction (LVEF <50%), it is reasonable to discontinue previously indicated negative inotropic agents (specifically, verapamil, diltiazem, or disopyramide).","For patients with HCM experiencing systolic dysfunction (LVEF <50%), it is advisable to stop using previously recommended negative inotropic drugs, such as verapamil, diltiazem, or disopyramide."
id_01133,"In patients with vertebrobasilar dolichoectasia and a history of ischemic stroke or TIA without other attributable causes, the use of antiplatelet or anticoagulant therapy is reasonable for the prevention of recurrent ischemic events.760–764","For patients with vertebrobasilar dolichoectasia who have experienced an ischemic stroke or TIA with no other identifiable causes, it is appropriate to consider antiplatelet or anticoagulant therapy to prevent further ischemic incidents."
id_00173,"In patients undergoing revascularization, deci- sions should be patient centered—that is, considerate of the patient’s preferences and goals, cultural beliefs, health literacy, and social determinants of health—and made in collabora- tion with the patient’s support system.1,2","For patients undergoing revascularization, decisions should focus on the patient's preferences and objectives, cultural values, health literacy, and social health factors, and should be made in partnership with the patient's support network."
id_01613,"In patients scheduled for NCS, SGLT2i should be discontinued 3 to 4 days* days before surgery to reduce the risk of perioperative metabolic acidosis.5–7","For patients undergoing NCS, discontinue SGLT2i 3 to 4 days prior to surgery to minimize the risk of perioperative metabolic acidosis."
id_02093,"For patients with a mechanical valve prosthesis, anticoagulation with the direct thrombin inhibitor, dabigatran, is contraindicated.4,5","Dabigatran, a direct thrombin inhibitor, should not be used for anticoagulation in patients with a mechanical valve prosthesis."
id_01134,"In patients with ESUS, treatment with direct oral anticoagulants is not recommended to reduce risk of secondary stroke.779,780","For patients with ESUS, using direct oral anticoagulants is not advised to lower the risk of a secondary stroke."
id_02094,"For patients with a mechanical valve prosthesis, the use of anti-Xa direct oral anticoagulants has not been assessed and is not recommended.34–37","The use of anti-Xa direct oral anticoagulants is not advised for patients with a mechanical valve prosthesis, as their efficacy has not been evaluated."
id_00174,"In patients undergoing coronary angiography or revascularization, adequate information about benefits, risks, therapeutic conse- quences, and potential alternatives in the performance of percutaneous and surgi- cal myocardial revascularization should be given, when feasible, with sufficient time for informed decision-making to improve clinical outcomes.3-5","For patients receiving coronary angiography or revascularization, it is important to provide comprehensive details on the benefits, risks, therapeutic outcomes, and possible alternatives of percutaneous and surgical myocardial revascularization, allowing ample time for informed decision-making to enhance clinical results."
id_02573,The benefit of strategies other than rapid infusion of cold intravenous fluids for prehospital cooling is unclear.,The effectiveness of methods besides the quick administration of cold IV fluids for cooling before hospital arrival is uncertain.
id_01614,"In patients with diabetes or impaired glucose toler­ ance, continuation of metformin during the periop­ erative period is reasonable to maintain glycemic control.8–12 *Canagliflozin, dapagliflozin, and empagliflozin should be stopped ≥3 days and ertugliflozin ≥4 days before scheduled surgery.13","For individuals with diabetes or glucose intolerance, it is advisable to continue metformin throughout the perioperative period to manage blood sugar levels. Canagliflozin, dapagliflozin, and empagliflozin should be discontinued at least 3 days prior to planned surgery, while ertugliflozin should be stopped at least 4 days before."
id_00175,"In patients for whom the optimal treatment strategy is unclear, a Heart Team approach that includes representatives from interven- tional cardiology, cardiac surgery, and clinical cardiology is recommended to improve patient outcomes.1-7","For patients where the best treatment plan is uncertain, it is advised to use a Heart Team approach involving specialists from interventional cardiology, cardiac surgery, and clinical cardiology to enhance patient outcomes."
id_02574,We do not recommend the routine use of rapid infusion of cold intravenous fluids for prehospital cooling of patients after ROSC. Recommendation-Specific Supportive Text,We advise against the regular practice of rapidly infusing cold IV fluids for cooling patients in the prehospital setting following ROSC.
